Дата,Год,Год-мес,точка,бренд,товар,Количество,Продажи,Себестоимость
2022-03-01,2022,202203,на Ломоносова,Rubok,RB ice-6256,8,29992,8736.0
2022-04-01,2022,202204,на Ломоносова,Rubok,RB ice-6256,14,65352,15288.0
2022-05-01,2022,202205,на Ломоносова,Rubok,RB ice-6256,18,77436,19656.0
2022-06-01,2022,202206,на Ломоносова,Rubok,RB ice-6256,17,64005,18564.0
2022-07-01,2022,202207,на Ломоносова,Rubok,RB ice-6256,18,43884,19656.0
2022-08-01,2022,202208,на Ломоносова,Rubok,RB ice-6256,15,53730,16380.0
2022-09-01,2022,202209,на Ломоносова,Rubok,RB ice-6256,16,44960,17472.0
2022-10-01,2022,202210,на Ломоносова,Rubok,RB ice-6256,13,55146,14196.0
2022-11-01,2022,202211,на Ломоносова,Rubok,RB ice-6256,10,43190,10920.0
2022-12-01,2022,202212,на Ломоносова,Rubok,RB ice-6256,11,36322,12012.0
2021-01-01,2021,202101,на Ломоносова,Rubok,RB ai-9349,17,62781,14858.0
2021-02-01,2021,202102,на Ломоносова,Rubok,RB ai-9349,11,39314,9614.0
2021-03-01,2021,202103,на Ломоносова,Rubok,RB ai-9349,9,25686,7866.0
2021-04-01,2021,202104,на Ломоносова,Rubok,RB ai-9349,16,59280,13984.0
2021-05-01,2021,202105,на Ломоносова,Rubok,RB ai-9349,21,90993,18354.0
2021-06-01,2021,202106,на Ломоносова,Rubok,RB ai-9349,20,69180,17480.0
2021-07-01,2021,202107,на Ломоносова,Rubok,RB ai-9349,21,43344,18354.0
2021-08-01,2021,202108,на Ломоносова,Rubok,RB ai-9349,17,39950,14858.0
2021-09-01,2021,202109,на Ломоносова,Rubok,RB ai-9349,19,64220,16606.0
2021-10-01,2021,202110,на Ломоносова,Rubok,RB ai-9349,15,54540,13110.0
2021-11-01,2021,202111,на Ломоносова,Rubok,RB ai-9349,11,28347,9614.0
2021-12-01,2021,202112,на Ломоносова,Rubok,RB ai-9349,13,31317,11362.0
2022-01-01,2022,202201,на Ломоносова,Rubok,RB ai-9349,19,61598,16606.0
2022-02-01,2022,202202,на Ломоносова,Rubok,RB ai-9349,12,38700,10488.0
2022-03-01,2022,202203,на Ломоносова,Rubok,RB ai-9349,10,25860,8740.0
2022-04-01,2022,202204,на Ломоносова,Rubok,RB ai-9349,18,66978,15732.0
2022-05-01,2022,202205,на Ломоносова,Rubok,RB ai-9349,23,76222,20102.0
2022-06-01,2022,202206,на Ломоносова,Rubok,RB ai-9349,22,73370,19228.0
2022-07-01,2022,202207,на Ломоносова,Rubok,RB ai-9349,23,28865,20102.0
2022-08-01,2022,202208,на Ломоносова,Rubok,RB ai-9349,19,49970,16606.0
2022-09-01,2022,202209,на Ломоносова,Rubok,RB ai-9349,20,53060,17480.0
2022-10-01,2022,202210,на Ломоносова,Rubok,RB ai-9349,17,65178,14858.0
2022-11-01,2022,202211,на Ломоносова,Rubok,RB ai-9349,12,33060,10488.0
2022-12-01,2022,202212,на Ломоносова,Rubok,RB ai-9349,15,42285,13110.0
2021-01-01,2021,202101,на Гагарина,Galosha,KA air-9558,38,424650,228000.0
2021-02-01,2021,202102,на Гагарина,Galosha,KA air-9558,24,269040,144000.0
2021-03-01,2021,202103,на Гагарина,Galosha,KA air-9558,19,205618,114000.0
2021-04-01,2021,202104,на Гагарина,Galosha,KA air-9558,36,429804,216000.0
2021-05-01,2021,202105,на Гагарина,Galosha,KA air-9558,45,529065,270000.0
2021-06-01,2021,202106,на Гагарина,Galosha,KA air-9558,43,493898,258000.0
2021-07-01,2021,202107,на Гагарина,Galosha,KA air-9558,45,456570,270000.0
2021-08-01,2021,202108,на Гагарина,Galosha,KA air-9558,38,413212,228000.0
2021-09-01,2021,202109,на Гагарина,Galosha,KA air-9558,41,438495,246000.0
2021-10-01,2021,202110,на Гагарина,Galosha,KA air-9558,34,404328,204000.0
2021-11-01,2021,202111,на Гагарина,Galosha,KA air-9558,24,273120,144000.0
2021-12-01,2021,202112,на Гагарина,Galosha,KA air-9558,29,313664,174000.0
2022-01-01,2022,202201,на Гагарина,Galosha,KA air-9558,42,462420,252000.0
2022-02-01,2022,202202,на Гагарина,Galosha,KA air-9558,26,300170,156000.0
2022-03-01,2022,202203,на Гагарина,Galosha,KA air-9558,21,232344,126000.0
2022-04-01,2022,202204,на Гагарина,Galosha,KA air-9558,39,455013,234000.0
2022-05-01,2022,202205,на Гагарина,Galosha,KA air-9558,50,597550,300000.0
2022-06-01,2022,202206,на Гагарина,Galosha,KA air-9558,47,552955,282000.0
2022-07-01,2022,202207,на Гагарина,Galosha,KA air-9558,50,488500,300000.0
2022-08-01,2022,202208,на Гагарина,Galosha,KA air-9558,42,470106,252000.0
2022-09-01,2022,202209,на Гагарина,Galosha,KA air-9558,45,506250,270000.0
2022-10-01,2022,202210,на Гагарина,Galosha,KA air-9558,37,430051,222000.0
2022-11-01,2022,202211,на Гагарина,Galosha,KA air-9558,26,283322,156000.0
2022-12-01,2022,202212,на Гагарина,Galosha,KA air-9558,32,344736,192000.0
2021-01-01,2021,202101,на Гагарина,Galosha,KA grou-7567,35,469000,247800.0
2021-02-01,2021,202102,на Гагарина,Galosha,KA grou-7567,22,296912,155760.0
2021-03-01,2021,202103,на Гагарина,Galosha,KA grou-7567,18,235260,127440.0
2021-04-01,2021,202104,на Гагарина,Galosha,KA grou-7567,33,442497,233640.0
2021-05-01,2021,202105,на Гагарина,Galosha,KA grou-7567,42,588924,297360.0
2021-06-01,2021,202106,на Гагарина,Galosha,KA grou-7567,39,523887,276120.0
2021-07-01,2021,202107,на Гагарина,Galosha,KA grou-7567,42,507066,297360.0
2021-08-01,2021,202108,на Гагарина,Galosha,KA grou-7567,35,468755,247800.0
2021-09-01,2021,202109,на Гагарина,Galosha,KA grou-7567,37,489510,261960.0
2021-10-01,2021,202110,на Гагарина,Galosha,KA grou-7567,31,430156,219480.0
2021-11-01,2021,202111,на Гагарина,Galosha,KA grou-7567,22,282172,155760.0
2021-12-01,2021,202112,на Гагарина,Galosha,KA grou-7567,26,326534,184080.0
2022-01-01,2022,202201,на Гагарина,Galosha,KA grou-7567,39,520767,276120.0
2022-02-01,2022,202202,на Гагарина,Galosha,KA grou-7567,24,330864,169920.0
2022-03-01,2022,202203,на Гагарина,Galosha,KA grou-7567,20,252640,141600.0
2022-04-01,2022,202204,на Гагарина,Galosha,KA grou-7567,36,504108,254880.0
2022-05-01,2022,202205,на Гагарина,Galosha,KA grou-7567,46,658536,325680.0
2022-06-01,2022,202206,на Гагарина,Galosha,KA grou-7567,43,583553,304440.0
2022-07-01,2022,202207,на Гагарина,Galosha,KA grou-7567,46,542432,325680.0
2022-08-01,2022,202208,на Гагарина,Galosha,KA grou-7567,39,487227,276120.0
2022-09-01,2022,202209,на Гагарина,Galosha,KA grou-7567,41,498273,290280.0
2022-10-01,2022,202210,на Гагарина,Galosha,KA grou-7567,34,470628,240720.0
2022-11-01,2022,202211,на Гагарина,Galosha,KA grou-7567,24,308064,169920.0
2022-12-01,2022,202212,на Гагарина,Galosha,KA grou-7567,29,355192,205320.0
2021-01-01,2021,202101,на Гагарина,Galosha,KA gre-2749,35,917630,367500.0
2021-02-01,2021,202102,на Гагарина,Galosha,KA gre-2749,22,577434,231000.0
2021-03-01,2021,202103,на Гагарина,Galosha,KA gre-2749,18,463140,189000.0
2021-04-01,2021,202104,на Гагарина,Galosha,KA gre-2749,33,863412,346500.0
2021-05-01,2021,202105,на Гагарина,Galosha,KA gre-2749,42,1123458,441000.0
2021-06-01,2021,202106,на Гагарина,Galosha,KA gre-2749,39,1037790,409500.0
2021-07-01,2021,202107,на Гагарина,Galosha,KA gre-2749,42,1015182,441000.0
2021-08-01,2021,202108,на Гагарина,Galosha,KA gre-2749,35,884660,367500.0
2021-09-01,2021,202109,на Гагарина,Galosha,KA gre-2749,37,939208,388500.0
2021-10-01,2021,202110,на Гагарина,Galosha,KA gre-2749,31,819268,325500.0
2021-11-01,2021,202111,на Гагарина,Galosha,KA gre-2749,22,585046,231000.0
2021-12-01,2021,202112,на Гагарина,Galosha,KA gre-2749,26,672048,273000.0
2022-01-01,2022,202201,на Гагарина,Galosha,KA gre-2749,39,1026012,409500.0
2022-02-01,2022,202202,на Гагарина,Galosha,KA gre-2749,24,631248,252000.0
2022-03-01,2022,202203,на Гагарина,Galosha,KA gre-2749,20,503520,210000.0
2022-04-01,2022,202204,на Гагарина,Galosha,KA gre-2749,36,966708,378000.0
2022-05-01,2022,202205,на Гагарина,Galosha,KA gre-2749,46,1219046,483000.0
2022-06-01,2022,202206,на Гагарина,Galosha,KA gre-2749,43,1106304,451500.0
2022-07-01,2022,202207,на Гагарина,Galosha,KA gre-2749,46,1130358,483000.0
2022-08-01,2022,202208,на Гагарина,Galosha,KA gre-2749,39,996801,409500.0
2022-09-01,2022,202209,на Гагарина,Galosha,KA gre-2749,41,1083999,430500.0
2022-10-01,2022,202210,на Гагарина,Galosha,KA gre-2749,34,887400,357000.0
2022-11-01,2022,202211,на Гагарина,Galosha,KA gre-2749,24,638160,252000.0
2022-12-01,2022,202212,на Гагарина,Galosha,KA gre-2749,29,750027,304500.0
2021-01-01,2021,202101,на Гагарина,Galosha,KA earth-3018,38,703494,284240.0
2021-02-01,2021,202102,на Гагарина,Galosha,KA earth-3018,24,449136,179520.0
2021-03-01,2021,202103,на Гагарина,Galosha,KA earth-3018,19,339454,142120.0
2021-04-01,2021,202104,на Гагарина,Galosha,KA earth-3018,36,665928,269280.0
2021-05-01,2021,202105,на Гагарина,Galosha,KA earth-3018,45,870570,336600.0
2021-06-01,2021,202106,на Гагарина,Galosha,KA earth-3018,43,764153,321640.0
2021-07-01,2021,202107,на Гагарина,Galosha,KA earth-3018,45,758205,336600.0
2021-08-01,2021,202108,на Гагарина,Galosha,KA earth-3018,38,681416,284240.0
2021-09-01,2021,202109,на Гагарина,Galosha,KA earth-3018,40,693760,299200.0
2021-10-01,2021,202110,на Гагарина,Galosha,KA earth-3018,33,598125,246840.0
2021-11-01,2021,202111,на Гагарина,Galosha,KA earth-3018,24,444552,179520.0
2021-12-01,2021,202112,на Гагарина,Galosha,KA earth-3018,29,534876,216920.0
2022-01-01,2022,202201,на Гагарина,Galosha,KA earth-3018,42,774270,314160.0
2022-02-01,2022,202202,на Гагарина,Galosha,KA earth-3018,26,469040,194480.0
2022-03-01,2022,202203,на Гагарина,Galosha,KA earth-3018,21,367731,157080.0
2022-04-01,2022,202204,на Гагарина,Galosha,KA earth-3018,39,743184,291720.0
2022-05-01,2022,202205,на Гагарина,Galosha,KA earth-3018,49,927129,366520.0
2022-06-01,2022,202206,на Гагарина,Galosha,KA earth-3018,47,863437,351560.0
2022-07-01,2022,202207,на Гагарина,Galosha,KA earth-3018,49,817271,366520.0
2022-08-01,2022,202208,на Гагарина,Galosha,KA earth-3018,42,757134,314160.0
2022-09-01,2022,202209,на Гагарина,Galosha,KA earth-3018,44,777568,329120.0
2022-10-01,2022,202210,на Гагарина,Galosha,KA earth-3018,37,703000,276760.0
2022-11-01,2022,202211,на Гагарина,Galosha,KA earth-3018,26,483314,194480.0
2022-12-01,2022,202212,на Гагарина,Galosha,KA earth-3018,31,559829,231880.0
2021-01-01,2021,202101,на Гагарина,Galosha,KA ais-3700,30,944340,504000.0
2021-02-01,2021,202102,на Гагарина,Galosha,KA ais-3700,19,593674,319200.0
2021-03-01,2021,202103,на Гагарина,Galosha,KA ais-3700,15,460905,252000.0
2021-04-01,2021,202104,на Гагарина,Galosha,KA ais-3700,28,904456,470400.0
2021-05-01,2021,202105,на Гагарина,Galosha,KA ais-3700,35,1113875,588000.0
2021-06-01,2021,202106,на Гагарина,Galosha,KA ais-3700,33,1041447,554400.0
2021-07-01,2021,202107,на Гагарина,Galosha,KA ais-3700,35,1027740,588000.0
2021-08-01,2021,202108,на Гагарина,Galosha,KA ais-3700,30,924810,504000.0
2021-09-01,2021,202109,на Гагарина,Galosha,KA ais-3700,31,964534,520800.0
2021-10-01,2021,202110,на Гагарина,Galosha,KA ais-3700,26,815750,436800.0
2021-11-01,2021,202111,на Гагарина,Galosha,KA ais-3700,19,586682,319200.0
2021-12-01,2021,202112,на Гагарина,Galosha,KA ais-3700,22,669064,369600.0
2022-01-01,2022,202201,на Гагарина,Galosha,KA ais-3700,33,1035936,554400.0
2022-02-01,2022,202202,на Гагарина,Galosha,KA ais-3700,21,651273,352800.0
2022-03-01,2022,202203,на Гагарина,Galosha,KA ais-3700,17,520200,285600.0
2022-04-01,2022,202204,на Гагарина,Galosha,KA ais-3700,31,992930,520800.0
2022-05-01,2022,202205,на Гагарина,Galosha,KA ais-3700,39,1241214,655200.0
2022-06-01,2022,202206,на Гагарина,Galosha,KA ais-3700,37,1169940,621600.0
2022-07-01,2022,202207,на Гагарина,Galosha,KA ais-3700,39,1173549,655200.0
2022-08-01,2022,202208,на Гагарина,Galosha,KA ais-3700,33,1019865,554400.0
2022-09-01,2022,202209,на Гагарина,Galosha,KA ais-3700,35,1082970,588000.0
2022-10-01,2022,202210,на Гагарина,Galosha,KA ais-3700,29,904075,487200.0
2022-11-01,2022,202211,на Гагарина,Galosha,KA ais-3700,21,662109,352800.0
2022-12-01,2022,202212,на Гагарина,Galosha,KA ais-3700,25,761025,420000.0
2021-01-01,2021,202101,на Гагарина,Galosha,KA ice-7591,28,446012,172200.0
2021-02-01,2021,202102,на Гагарина,Galosha,KA ice-7591,18,300510,110700.0
2021-03-01,2021,202103,на Гагарина,Galosha,KA ice-7591,14,224686,86100.0
2021-04-01,2021,202104,на Гагарина,Galosha,KA ice-7591,27,444204,166050.0
2021-05-01,2021,202105,на Гагарина,Galosha,KA ice-7591,34,571166,209100.0
2021-06-01,2021,202106,на Гагарина,Galosha,KA ice-7591,32,506976,196800.0
2021-07-01,2021,202107,на Гагарина,Galosha,KA ice-7591,34,494428,209100.0
2021-08-01,2021,202108,на Гагарина,Galosha,KA ice-7591,28,453068,172200.0
2021-09-01,2021,202109,на Гагарина,Galosha,KA ice-7591,30,491910,184500.0
2021-10-01,2021,202110,на Гагарина,Galosha,KA ice-7591,25,419050,153750.0
2021-11-01,2021,202111,на Гагарина,Galosha,KA ice-7591,18,286632,110700.0
2021-12-01,2021,202112,на Гагарина,Galosha,KA ice-7591,21,330981,129150.0
2022-01-01,2022,202201,на Гагарина,Galosha,KA ice-7591,31,497953,190650.0
2022-02-01,2022,202202,на Гагарина,Galosha,KA ice-7591,20,326440,123000.0
2022-03-01,2022,202203,на Гагарина,Galosha,KA ice-7591,16,257344,98400.0
2022-04-01,2022,202204,на Гагарина,Galosha,KA ice-7591,29,491550,178350.0
2022-05-01,2022,202205,на Гагарина,Galosha,KA ice-7591,37,611758,227550.0
2022-06-01,2022,202206,на Гагарина,Galosha,KA ice-7591,35,562275,215250.0
2022-07-01,2022,202207,на Гагарина,Galosha,KA ice-7591,37,550005,227550.0
2022-08-01,2022,202208,на Гагарина,Galosha,KA ice-7591,31,490420,190650.0
2022-09-01,2022,202209,на Гагарина,Galosha,KA ice-7591,33,503151,202950.0
2022-10-01,2022,202210,на Гагарина,Galosha,KA ice-7591,27,447093,166050.0
2022-11-01,2022,202211,на Гагарина,Galosha,KA ice-7591,20,317480,123000.0
2022-12-01,2022,202212,на Гагарина,Galosha,KA ice-7591,23,376970,141450.0
2021-01-01,2021,202101,на Гагарина,Galosha,KA ai-2818,37,461242,162800.0
2021-02-01,2021,202102,на Гагарина,Galosha,KA ai-2818,23,297597,101200.0
2021-03-01,2021,202103,на Гагарина,Galosha,KA ai-2818,19,228171,83600.0
2021-04-01,2021,202104,на Гагарина,Galosha,KA ai-2818,35,428890,154000.0
2021-05-01,2021,202105,на Гагарина,Galosha,KA ai-2818,44,547580,193600.0
2021-06-01,2021,202106,на Гагарина,Galosha,KA ai-2818,42,530040,184800.0
2021-07-01,2021,202107,на Гагарина,Galosha,KA ai-2818,44,473968,193600.0
2021-08-01,2021,202108,на Гагарина,Galosha,KA ai-2818,37,441447,162800.0
2021-09-01,2021,202109,на Гагарина,Galosha,KA ai-2818,39,469833,171600.0
2021-10-01,2021,202110,на Гагарина,Galosha,KA ai-2818,32,383648,140800.0
2021-11-01,2021,202111,на Гагарина,Galosha,KA ai-2818,23,282164,101200.0
2021-12-01,2021,202112,на Гагарина,Galosha,KA ai-2818,28,332864,123200.0
2022-01-01,2022,202201,на Гагарина,Galosha,KA ai-2818,41,502742,180400.0
2022-02-01,2022,202202,на Гагарина,Galosha,KA ai-2818,26,317798,114400.0
2022-03-01,2022,202203,на Гагарина,Galosha,KA ai-2818,21,260379,92400.0
2022-04-01,2022,202204,на Гагарина,Galosha,KA ai-2818,38,491416,167200.0
2022-05-01,2022,202205,на Гагарина,Galosha,KA ai-2818,48,614976,211200.0
2022-06-01,2022,202206,на Гагарина,Galosha,KA ai-2818,46,579968,202400.0
2022-07-01,2022,202207,на Гагарина,Galosha,KA ai-2818,48,502224,211200.0
2022-08-01,2022,202208,на Гагарина,Galosha,KA ai-2818,41,482898,180400.0
2022-09-01,2022,202209,на Гагарина,Galosha,KA ai-2818,43,498413,189200.0
2022-10-01,2022,202210,на Гагарина,Galosha,KA ai-2818,36,441792,158400.0
2022-11-01,2022,202211,на Гагарина,Galosha,KA ai-2818,26,307216,114400.0
2022-12-01,2022,202212,на Гагарина,Galosha,KA ai-2818,31,381920,136400.0
2021-01-01,2021,202101,на Гагарина,Babidas,BA air-5353,19,107312,34447.0
2021-02-01,2021,202102,на Гагарина,Babidas,BA air-5353,12,65280,21756.0
2021-03-01,2021,202103,на Гагарина,Babidas,BA air-5353,10,44900,18130.0
2021-04-01,2021,202104,на Гагарина,Babidas,BA air-5353,18,107010,32634.0
2021-05-01,2021,202105,на Гагарина,Babidas,BA air-5353,22,128942,39886.0
2021-06-01,2021,202106,на Гагарина,Babidas,BA air-5353,21,102102,38073.0
2021-07-01,2021,202107,на Гагарина,Babidas,BA air-5353,22,75042,39886.0
2021-08-01,2021,202108,на Гагарина,Babidas,BA air-5353,19,86013,34447.0
2021-09-01,2021,202109,на Гагарина,Babidas,BA air-5353,20,89140,36260.0
2021-10-01,2021,202110,на Гагарина,Babidas,BA air-5353,17,92633,30821.0
2021-11-01,2021,202111,на Гагарина,Babidas,BA air-5353,12,59292,21756.0
2021-12-01,2021,202112,на Гагарина,Babidas,BA air-5353,14,70882,25382.0
2022-01-01,2022,202201,на Гагарина,Babidas,BA air-5353,21,104391,38073.0
2022-02-01,2022,202202,на Гагарина,Babidas,BA air-5353,13,60905,23569.0
2022-03-01,2022,202203,на Гагарина,Babidas,BA air-5353,11,52030,19943.0
2022-04-01,2022,202204,на Гагарина,Babidas,BA air-5353,19,101840,34447.0
2022-05-01,2022,202205,на Гагарина,Babidas,BA air-5353,25,140450,45325.0
2022-06-01,2022,202206,на Гагарина,Babidas,BA air-5353,23,123648,41699.0
2022-07-01,2022,202207,на Гагарина,Babidas,BA air-5353,25,74000,45325.0
2022-08-01,2022,202208,на Гагарина,Babidas,BA air-5353,21,84588,38073.0
2022-09-01,2022,202209,на Гагарина,Babidas,BA air-5353,22,97328,39886.0
2022-10-01,2022,202210,на Гагарина,Babidas,BA air-5353,18,89658,32634.0
2022-11-01,2022,202211,на Гагарина,Babidas,BA air-5353,13,68835,23569.0
2022-12-01,2022,202212,на Гагарина,Babidas,BA air-5353,16,66336,29008.0
2021-01-01,2021,202101,на Гагарина,Babidas,BA grou-9248,15,58650,17250.0
2021-02-01,2021,202102,на Гагарина,Babidas,BA grou-9248,9,34875,10350.0
2021-03-01,2021,202103,на Гагарина,Babidas,BA grou-9248,8,26480,9200.0
2021-04-01,2021,202104,на Гагарина,Babidas,BA grou-9248,14,62230,16100.0
2021-05-01,2021,202105,на Гагарина,Babidas,BA grou-9248,18,87696,20700.0
2021-06-01,2021,202106,на Гагарина,Babidas,BA grou-9248,17,61098,19550.0
2021-07-01,2021,202107,на Гагарина,Babidas,BA grou-9248,18,39456,20700.0
2021-08-01,2021,202108,на Гагарина,Babidas,BA grou-9248,15,56220,17250.0
2021-09-01,2021,202109,на Гагарина,Babidas,BA grou-9248,16,63360,18400.0
2021-10-01,2021,202110,на Гагарина,Babidas,BA grou-9248,13,48152,14950.0
2021-11-01,2021,202111,на Гагарина,Babidas,BA grou-9248,9,34875,10350.0
2021-12-01,2021,202112,на Гагарина,Babidas,BA grou-9248,11,35618,12650.0
2022-01-01,2022,202201,на Гагарина,Babidas,BA grou-9248,16,59328,18400.0
2022-02-01,2022,202202,на Гагарина,Babidas,BA grou-9248,10,43540,11500.0
2022-03-01,2022,202203,на Гагарина,Babidas,BA grou-9248,8,28104,9200.0
2022-04-01,2022,202204,на Гагарина,Babidas,BA grou-9248,15,68280,17250.0
2022-05-01,2022,202205,на Гагарина,Babidas,BA grou-9248,19,92017,21850.0
2022-06-01,2022,202206,на Гагарина,Babidas,BA grou-9248,18,58698,20700.0
2022-07-01,2022,202207,на Гагарина,Babidas,BA grou-9248,19,46512,21850.0
2022-08-01,2022,202208,на Гагарина,Babidas,BA grou-9248,16,46976,18400.0
2022-09-01,2022,202209,на Гагарина,Babidas,BA grou-9248,17,63376,19550.0
2022-10-01,2022,202210,на Гагарина,Babidas,BA grou-9248,14,56140,16100.0
2022-11-01,2022,202211,на Гагарина,Babidas,BA grou-9248,10,38650,11500.0
2022-12-01,2022,202212,на Гагарина,Babidas,BA grou-9248,12,30228,13800.0
2021-01-01,2021,202101,на Гагарина,Babidas,BA gre-3658,19,84607,25346.0
2021-02-01,2021,202102,на Гагарина,Babidas,BA gre-3658,12,51660,16008.0
2021-03-01,2021,202103,на Гагарина,Babidas,BA gre-3658,10,40150,13340.0
2021-04-01,2021,202104,на Гагарина,Babidas,BA gre-3658,18,74754,24012.0
2021-05-01,2021,202105,на Гагарина,Babidas,BA gre-3658,23,121854,30682.0
2021-06-01,2021,202106,на Гагарина,Babidas,BA gre-3658,21,88200,28014.0
2021-07-01,2021,202107,на Гагарина,Babidas,BA gre-3658,23,58765,30682.0
2021-08-01,2021,202108,на Гагарина,Babidas,BA gre-3658,19,64201,25346.0
2021-09-01,2021,202109,на Гагарина,Babidas,BA gre-3658,20,70340,26680.0
2021-10-01,2021,202110,на Гагарина,Babidas,BA gre-3658,17,82280,22678.0
2021-11-01,2021,202111,на Гагарина,Babidas,BA gre-3658,12,46956,16008.0
2021-12-01,2021,202112,на Гагарина,Babidas,BA gre-3658,14,56238,18676.0
2022-01-01,2022,202201,на Гагарина,Babidas,BA gre-3658,21,89145,28014.0
2022-02-01,2022,202202,на Гагарина,Babidas,BA gre-3658,13,55471,17342.0
2022-03-01,2022,202203,на Гагарина,Babidas,BA gre-3658,11,44418,14674.0
2022-04-01,2022,202204,на Гагарина,Babidas,BA gre-3658,20,80500,26680.0
2022-05-01,2022,202205,на Гагарина,Babidas,BA gre-3658,25,127950,33350.0
2022-06-01,2022,202206,на Гагарина,Babidas,BA gre-3658,23,99475,30682.0
2022-07-01,2022,202207,на Гагарина,Babidas,BA gre-3658,25,50625,33350.0
2022-08-01,2022,202208,на Гагарина,Babidas,BA gre-3658,21,78666,28014.0
2022-09-01,2022,202209,на Гагарина,Babidas,BA gre-3658,22,76714,29348.0
2022-10-01,2022,202210,на Гагарина,Babidas,BA gre-3658,18,76068,24012.0
2022-11-01,2022,202211,на Гагарина,Babidas,BA gre-3658,13,52598,17342.0
2022-12-01,2022,202212,на Гагарина,Babidas,BA gre-3658,16,60480,21344.0
2021-01-01,2021,202101,на Гагарина,Babidas,BA earth-3530,16,90160,32256.0
2021-02-01,2021,202102,на Гагарина,Babidas,BA earth-3530,10,53980,20160.0
2021-03-01,2021,202103,на Гагарина,Babidas,BA earth-3530,8,37560,16128.0
2021-04-01,2021,202104,на Гагарина,Babidas,BA earth-3530,15,96180,30240.0
2021-05-01,2021,202105,на Гагарина,Babidas,BA earth-3530,19,115064,38304.0
2021-06-01,2021,202106,на Гагарина,Babidas,BA earth-3530,18,107910,36288.0
2021-07-01,2021,202107,на Гагарина,Babidas,BA earth-3530,19,85975,38304.0
2021-08-01,2021,202108,на Гагарина,Babidas,BA earth-3530,16,79696,32256.0
2021-09-01,2021,202109,на Гагарина,Babidas,BA earth-3530,17,89386,34272.0
2021-10-01,2021,202110,на Гагарина,Babidas,BA earth-3530,14,81368,28224.0
2021-11-01,2021,202111,на Гагарина,Babidas,BA earth-3530,10,48520,20160.0
2021-12-01,2021,202112,на Гагарина,Babidas,BA earth-3530,12,56160,24192.0
2022-01-01,2022,202201,на Гагарина,Babidas,BA earth-3530,17,96543,34272.0
2022-02-01,2022,202202,на Гагарина,Babidas,BA earth-3530,11,63481,22176.0
2022-03-01,2022,202203,на Гагарина,Babidas,BA earth-3530,9,47133,18144.0
2022-04-01,2022,202204,на Гагарина,Babidas,BA earth-3530,16,102432,32256.0
2022-05-01,2022,202205,на Гагарина,Babidas,BA earth-3530,21,116634,42336.0
2022-06-01,2022,202206,на Гагарина,Babidas,BA earth-3530,20,106260,40320.0
2022-07-01,2022,202207,на Гагарина,Babidas,BA earth-3530,21,91791,42336.0
2022-08-01,2022,202208,на Гагарина,Babidas,BA earth-3530,17,89998,34272.0
2022-09-01,2022,202209,на Гагарина,Babidas,BA earth-3530,18,91044,36288.0
2022-10-01,2022,202210,на Гагарина,Babidas,BA earth-3530,15,81225,30240.0
2022-11-01,2022,202211,на Гагарина,Babidas,BA earth-3530,11,63305,22176.0
2022-12-01,2022,202212,на Гагарина,Babidas,BA earth-3530,13,59488,26208.0
2021-01-01,2021,202101,на Гагарина,Babidas,BA ais-1740,14,46578,13090.000000000002
2021-02-01,2021,202102,на Гагарина,Babidas,BA ais-1740,9,30663,8415.000000000002
2021-03-01,2021,202103,на Гагарина,Babidas,BA ais-1740,7,13727,6545.000000000001
2021-04-01,2021,202104,на Гагарина,Babidas,BA ais-1740,14,42924,13090.000000000002
2021-05-01,2021,202105,на Гагарина,Babidas,BA ais-1740,17,60537,15895.000000000002
2021-06-01,2021,202106,на Гагарина,Babidas,BA ais-1740,16,50592,14960.000000000002
2021-07-01,2021,202107,на Гагарина,Babidas,BA ais-1740,17,26554,15895.000000000002
2021-08-01,2021,202108,на Гагарина,Babidas,BA ais-1740,14,36050,13090.000000000002
2021-09-01,2021,202109,на Гагарина,Babidas,BA ais-1740,15,40590,14025.000000000002
2021-10-01,2021,202110,на Гагарина,Babidas,BA ais-1740,13,39104,12155.000000000002
2021-11-01,2021,202111,на Гагарина,Babidas,BA ais-1740,9,22419,8415.000000000002
2021-12-01,2021,202112,на Гагарина,Babidas,BA ais-1740,11,27588,10285.000000000002
2022-01-01,2022,202201,на Гагарина,Babidas,BA ais-1740,16,44000,14960.000000000002
2022-02-01,2022,202202,на Гагарина,Babidas,BA ais-1740,10,31120,9350.000000000002
2022-03-01,2022,202203,на Гагарина,Babidas,BA ais-1740,8,20072,7480.000000000001
2022-04-01,2022,202204,на Гагарина,Babidas,BA ais-1740,15,56280,14025.000000000002
2022-05-01,2022,202205,на Гагарина,Babidas,BA ais-1740,19,59831,17765.000000000004
2022-06-01,2022,202206,на Гагарина,Babidas,BA ais-1740,18,53280,16830.000000000004
2022-07-01,2022,202207,на Гагарина,Babidas,BA ais-1740,19,25973,17765.000000000004
2022-08-01,2022,202208,на Гагарина,Babidas,BA ais-1740,16,29696,14960.000000000002
2022-09-01,2022,202209,на Гагарина,Babidas,BA ais-1740,17,49538,15895.000000000002
2022-10-01,2022,202210,на Гагарина,Babidas,BA ais-1740,14,37856,13090.000000000002
2022-11-01,2022,202211,на Гагарина,Babidas,BA ais-1740,10,31540,9350.000000000002
2022-12-01,2022,202212,на Гагарина,Babidas,BA ais-1740,12,34596,11220.000000000002
